epoch,loss,val_loss
0,0.019424069939614718,0.09421162176550481
1,0.003406314759940645,0.0007355276877142227
2,0.0021334584801537457,0.006113022647536637
3,0.0017229831161714832,0.020250114432552403
4,0.0015716276420186651,0.001247294637243868
5,0.0014040570259630802,0.0023332414883107206
6,0.0012119158930611505,0.0014535689883734704
7,0.0011838541275694511,0.0032701449583104826
8,0.0011390353371533996,0.0005329493974466203
9,0.0009939694482845709,0.003599627168130195
10,0.0009214512731125778,0.001718872935478494
11,0.0008409816834185175,0.014454445719980356
12,0.0008246431202884503,0.0021665115277037807
13,0.0007932070257133882,0.0021619882165013174
14,0.0008475660914299153,0.0010721300740873343
15,0.0007517637836275887,0.00414172281396755
16,0.0006920407080202468,0.0008268160561687852
17,0.0006854316364554539,0.0012470715650635068
18,0.0006925880453551667,0.0007256447907390171
19,0.0006122656791241202,0.0022941287913310683
20,0.0006049993782061283,0.001706665551306255
21,0.0005709336956724044,0.0005715278405165137
22,0.0005874257476002388,0.0007507010749051053
23,0.000538258944268866,0.006395988730027487
24,0.0005701358966013246,0.0032831783847589243
25,0.0005603616807126889,0.004900590516626835
26,0.0004906997111339376,0.0005300772159866858
27,0.0005076448389718238,0.000776535879387602
28,0.0005100163039469761,0.0021183694418715803
29,0.0004863157482543312,0.0004493103907933753
30,0.0005010893072832992,0.004705434330134538
31,0.00046396730010692415,0.005725685776652474
32,0.0004867298294497108,0.00045130380915412517
33,0.0004675015803824882,0.0026924631950494492
34,0.00044597354507557946,0.0006003348644937209
35,0.00043677978326085736,0.0004513405759720818
36,0.0004530614471115397,0.0008765259214366475
37,0.0004140068176331294,0.002852082971418113
38,0.00042234177315892134,0.003503852928253381
39,0.0004121211057353831,0.0005173951371066403
40,0.00045350554442335735,0.0004465615222630859
41,0.00038584969632204485,0.00046499935080901835
42,0.0004114435189780466,0.0004926881882598984
43,0.0003747900890279689,0.0004801301361192345
44,0.00038222355600035524,0.0014309552334771868
45,0.0003817456058302326,0.0005759344662931797
46,0.00037962626604083117,0.003055373255751635
47,0.0003703971834674756,0.0004842615545433211
48,0.0003840115826810524,0.0006050403855879905
49,0.00036229107308390567,0.0024821072277662003
