epoch,loss,val_loss
0,0.014011769403376036,0.0035082720906326643
1,0.005799913910700065,0.04100657345955832
2,0.00414619892712122,0.06926496091641877
3,0.0034934801655055196,0.0034556035177063264
4,0.003009114417594112,0.004191405095952449
5,0.0026730000110412083,0.024492901700891946
6,0.0022325731034771334,0.002239778115038286
7,0.002280017225306854,0.005459892081521582
8,0.0021581307644718407,0.0029662385697296835
9,0.0018646728161596372,0.0021208210923839687
10,0.0016357699336414235,0.016364038889214658
11,0.001546254817762203,0.011561191183302486
12,0.0015791041248383883,0.008120890739455558
13,0.0014113925955146313,0.001875077740885644
14,0.0013756215844684927,0.02075938795480812
15,0.0013647665167789503,0.013061435304974256
16,0.0012296746923236043,0.017148442108903015
17,0.0012200672854318071,0.00740981255576276
18,0.0012339373513960178,0.00531097666131692
19,0.0012524400966111647,0.0009795469099149238
20,0.0010649490304960676,0.0012238079767772241
21,0.001239582581905913,0.004023260743308224
22,0.0011321314293339722,0.001227238070497518
23,0.0010987491343488935,0.005289484703864314
24,0.0010173700995124123,0.005585584013412396
25,0.0010367125831618922,0.01303345634879773
26,0.0010116964582461143,0.020448323862071623
27,0.0010312880599866168,0.0036236542938767294
28,0.0009310338465322515,0.0033663503249715034
29,0.0009592537321101331,0.005555651062821741
30,0.0008971786414897798,0.001980561603742995
31,0.0009147451115686107,0.002678067757331423
32,0.0009234683808202463,0.0012668343832749024
33,0.0008990293699312422,0.024395111752183812
34,0.0008662717041034557,0.0035518961274391856
35,0.0009227814401689854,0.0009495996974261576
36,0.0008960182282002239,0.014694432123449811
37,0.0008745217711748201,0.001788058723098386
38,0.0008379524934001668,0.005979677735778846
39,0.0008038084814133345,0.001414164498432033
40,0.0008106651234942577,0.001072689308784902
41,0.0008111174151578822,0.006522136237962465
42,0.0008068595839511621,0.005619640208846121
43,0.0007678571523623486,0.004860598994255589
44,0.0008239378291331266,0.01458058548731762
45,0.0007992353734049723,0.022907206004387455
46,0.0007846863088615334,0.004267181523078889
47,0.0007611913306570038,0.0052018870044042145
