epoch,loss,val_loss
0,0.015621091242986941,0.01685371622443199
1,0.0029870711199285155,0.0014307762643224315
2,0.0027053382408016953,0.005003851544308035
3,0.0021875464746764313,0.0007644627966280831
4,0.0019143152319594952,0.02046163840905616
5,0.0017103577453952247,0.0006215694914939568
6,0.0016378044842714277,0.00089021371432433
7,0.0015411147250843698,0.0026980539489733545
8,0.0014397405185838919,0.0007391948525573275
9,0.0013730602166602652,0.0037643696230493092
10,0.0014838042888734157,0.013087845260375425
11,0.0014435064268907831,0.002282518599378435
12,0.0012652799988546203,0.0018180626272959145
13,0.0012313634390650197,0.0007725861291156003
14,0.0011673722071547587,0.0007719157805886903
15,0.0011965760169742406,0.002363854198177394
16,0.0011125114894585764,0.008214348878123258
17,0.0011355121922136293,0.0006934107131153149
18,0.0011031857287046207,0.0005714745417016706
19,0.0011223006663928306,0.002430878162972237
20,0.0011027440486542257,0.0017705386639327596
21,0.001013915811119849,0.001276953703429746
22,0.0009258167887814292,0.005456341626612763
23,0.0009953857840911391,0.0005424461422463585
24,0.0009768917560654044,0.0007330615833205613
25,0.0010051469994703786,0.000764084799141672
26,0.0008928294884282406,0.0009525109076333281
27,0.0010052911901465822,0.004898362449909511
28,0.0008852146516409696,0.0008786754180236082
29,0.0009889548521221261,0.0008499079604486102
30,0.0008426131865051824,0.0030395822648547196
31,0.0008843310963169548,0.0005251274254222057
32,0.0008604973555010435,0.0011571128178681982
33,0.0007795425364587952,0.0006267885144456829
34,0.0008481721976958471,0.00241868439326553
35,0.000827171592011828,0.005468544770816439
36,0.0008051333040642886,0.0005322533236865542
37,0.0008281426971672238,0.0024433921973564124
38,0.0007365224406280298,0.0013992938605186186
39,0.0008407510911748171,0.0010255235798754974
40,0.0007055653637627699,0.0008979954291135073
41,0.0006605599803590715,0.0007527627320469994
42,0.0007465369812569316,0.003988576317696195
43,0.0006517726325638214,0.004652021085157206
44,0.0008045390981842926,0.0009846998084532587
45,0.0006667966724054655,0.0005126291025111353
46,0.0007055945679595227,0.0006651810345877158
47,0.0007154246565754256,0.0012231690159655716
48,0.0006831029031760428,0.0019908356480300426
49,0.0007050108139078032,0.001299758325330913
50,0.0005811673938137044,0.000947003577541756
51,0.0006245963901584132,0.0008985386597678849
52,0.0006486655585659446,0.0008675697486308453
53,0.0006785904290793343,0.007031833458887904
54,0.000626607121226144,0.0004785650526173413
55,0.0006054178901037153,0.0005969896355006648
56,0.000627696807723012,0.0009549765565775727
57,0.0006119064873404449,0.0022120073952369
58,0.0006446798305446857,0.0004730143271827776
59,0.0006127893251292817,0.0036177580784025943
60,0.000613419260492418,0.0006370292118701496
61,0.0005871272275685198,0.001068205149893306
62,0.0005907601150616988,0.0007150713201171081
63,0.0005576694540715226,0.0011691464062191937
64,0.0005968741170962345,0.00047034800120041167
65,0.0005350881958008579,0.0005125014301340439
66,0.0005793106385771139,0.002533984100936275
67,0.0005368442885930278,0.0026125236487898385
68,0.0005891676115869213,0.0007673047397187666
69,0.0005402269424098979,0.005613671199075486
70,0.0005831726261737803,0.0006781929374770506
71,0.0005151565143243194,0.0008010279699718874
72,0.0005884264598681052,0.00048705720263043126
73,0.0005197581553314934,0.0005306068771077614
74,0.0005426316479184576,0.000542938413625387
75,0.0005311512850437042,0.0007353094743417674
76,0.0005713278250941248,0.001375200900886404
