[7.29246066]
[0.70032901]
[0.3348193]
[0.13930919]
[0.50379951]
[0.47828995]
[0.45277992]
[0.34727044]
[0.20176053]
[0.24625067]
[0.1907409]
[0.23523104]
[0.10972158]
[0.20421144]
[0.11870194]
[0.16319208]
[0.09768209]
[0.43217267]
[0.2966625]
[0.26115272]
[0.03564288]
[0.62013346]
[1.44462333]
[1.68911376]
[1.52360386]
[1.45809434]
[1.46258452]
[1.20707447]
[0.79156505]
[0.79605523]
[0.93054505]
[1.03503561]
[1.06952552]
[0.95401581]
[0.80850589]
[0.86299626]
[0.97748658]
[1.16197658]
[0.9564672]
[0.82095703]
[1.14544739]
[1.68993753]
[1.61442778]
[1.66891815]
[1.39340812]
[1.3978983]
[1.5623888]
[1.44687909]
[1.31136893]
[1.18585947]
[1.1003495]
[1.22484004]
[1.01933018]
[0.48382039]
[-0.16168952]
[-0.52719923]
[-0.52270905]
[-0.75821912]
[-0.49372871]
[-0.54923848]
[-0.55474805]
[-0.48025818]
[-0.50576773]
[-0.42127763]
[-0.37678749]
[-0.23229697]
[-0.49780677]
[-0.31331676]
[-0.29882636]
[-0.25433621]
[-0.04984623]
[-0.04535605]
[-0.06086585]
[-0.28637521]
[-0.14188517]
[-0.38739499]
[-0.33290462]
[-0.70841456]
[-0.62392445]
[-0.78943435]
[-0.56494391]
[-0.68045361]
[-0.65596345]
[-0.65147328]
[-0.496983]
[-0.97249284]
[-0.51800238]
[-0.06351239]
[-0.30902221]
[-0.52453182]
[-0.47004193]
[-0.4755515]
[-0.65106115]
[-1.01657086]
[-1.11208106]
[-1.28759071]
[-0.9231004]
[-0.91861022]
[-1.01411995]
[-1.6896296]
[-1.33513951]
[-1.27064939]
[-1.12615935]
[-0.46166885]
[0.29282133]
[0.50731155]
[0.70180131]
[0.41629153]
[0.49078235]
[0.42527284]
[0.44976252]
[0.51425312]
[0.45874288]
[-0.09676641]
[0.0077232]
[0.12221398]
[0.85670371]
[0.93119453]
[1.67568448]
[1.6401747]
[1.94466507]
[1.76915494]
[1.74364539]
[2.01813507]
[1.78262548]
[2.03711566]
[2.56160629]
[2.48609655]
[2.58058688]
[2.52507664]
[2.97956663]
[2.42405734]
[2.42854752]
[2.14303773]
[2.1975281]
[2.16201832]
[1.936508]
[1.98099814]
[2.11548844]
[2.02997846]
[1.75446891]
[1.27895954]
[1.06344946]
[0.26793944]
[0.29243008]
[0.14692064]
[0.0914104]
[0.21590046]
[0.71039041]
[0.58488143]
[0.71937172]
[0.83386156]
[0.73835136]
[0.4628418]
[2.11733255]
[2.30182208]
[2.22631234]
[3.5808029]
[3.20529296]
[3.43978364]
[3.26427351]
[3.38876357]
[3.26325364]
[2.99774431]
[3.00223449]
[2.63672478]
[2.76121485]
[3.59570495]
[3.8401949]
[3.84468508]
[3.60917549]
[4.65366563]
[3.87815607]
[4.34264629]
[3.24713609]
[2.34162642]
[2.31611686]
[2.29060731]
[2.4250976]
[2.49958748]
[3.04407762]
[3.37856772]
[3.16305858]
[3.00754796]
[2.64203825]
[2.44652862]
[3.32101869]
[2.70550898]
[2.94999988]
[2.60448968]
[2.47897975]
[2.44346996]
[2.39795995]
[2.38245062]
[2.68694099]
[3.15143121]
[3.20592158]
[2.6904113]
[2.66490175]
[1.72939234]
[1.94388256]
[1.4883727]
[1.45286292]
[1.07735298]
[0.59184339]
[1.03633315]
[1.16082321]
[1.01531377]
[1.24980349]
[1.10429405]
[1.19878439]
[1.52327426]
[1.40776455]
[1.58225481]
[1.22674533]
[1.51123524]
[-1.82427473]
[-1.78978387]
[-2.11529361]
[-2.0608042]
[-2.2463136]
[-2.14182304]
[-1.56733317]
[-1.32284322]
[-1.16835247]
[-1.0438624]
[0.25062774]
[-1.33488224]
[-1.29039209]
[-1.19590176]
[-1.60141143]
[-1.78692083]
[-1.82243062]
[-1.7679412]
[-1.78345053]
[-1.69896042]
[-1.66447051]
[-1.95997957]
[-2.02549004]
[-1.72099967]
[-0.96650949]
[-0.6520189]
[-0.16752917]
[-0.82303884]
[-1.04854821]
[-1.2140581]
[-1.43956747]
[-1.74507771]
[-1.84058791]
[-1.38609697]
[-0.71160672]
[0.5928827]
[0.95737349]
[0.71186367]
[0.58635373]
[-0.12915636]
[-0.33466622]
[-1.00017516]
[-1.15568578]
[-1.52119549]
[-0.51670531]
[-0.72221422]
[-0.4177248]
[-0.00323382]
[0.04125632]
[0.40574615]
[-0.38976386]
[-0.0352733]
[-0.19078297]
[-0.5462934]
[-0.51180253]
[-0.29731232]
[-0.25282218]
[-0.00833223]
[-0.0938422]
[0.52064859]
[-0.15486154]
[-0.3603714]
[-0.73588133]
[-0.67139074]
[-1.04690067]
[-1.21241057]
[-1.36792024]
[-1.0934296]
[-1.44894003]
[-1.76444955]
[-2.50995937]
[-2.4354695]
[-1.94097859]
[-1.71648815]
[-2.14199827]
[-2.46750802]
[-2.47301807]
[-2.82852755]
[-2.74403745]
[-2.46954776]
[-2.48505709]
[-2.59056657]
[-2.82607711]
[-2.94158682]
[-2.45709615]
[-2.16260601]
[-2.00811621]
[-2.3136255]
[-2.4091357]
[-2.67464502]
[-3.09015492]
[-2.82566451]
[-3.1111743]
[-3.226684]
[-3.22219383]
[-2.99770338]
[-2.4732137]
[-2.46872352]
[-1.88423342]
[-2.24974312]
[-2.39525256]
[-3.12076288]
[-3.31627251]
[-3.06178233]
[-3.09729212]
[-3.12280167]
[-3.19831142]
[-2.52382116]
[-2.6693306]
[-2.67484065]
[-2.82035104]
[-2.6158601]
[-2.42137034]
[-2.27687982]
[-1.99238991]
[-2.00789924]
[-2.00340906]
[-2.13891922]
[-2.26442916]
[-2.41993883]
[-2.595448]
[-2.34095782]
[-2.22646799]
[-4.18197784]
[-4.53748732]
[-4.74299718]
[-5.72850678]
[-5.66401713]
[-5.88952649]
[-5.87503609]
[-5.64054637]
[-4.86605573]
[-4.78156563]
[-5.15707556]
[-5.7825855]
[-5.67809494]
[-5.8836048]
[-5.88911485]
[-5.97462482]
[-5.8301343]
[-5.73564397]
[-5.81115371]
[-5.78666403]
[-5.85217355]
[-5.8776831]
[-5.74319281]
[-6.15870271]
[-6.53421264]
[-6.50972201]
[-6.70523259]
[-7.44074218]
[-7.59625185]
[-7.54176148]
[-7.5372713]
[-7.67278147]
[-7.48829099]
[-7.783801]
[-7.60931074]
[-7.62482007]
[-7.50033]
[-6.84584021]
[-6.91134972]
[-6.91685977]
[-7.04236876]
[-7.42787892]
[-7.54338863]
[-7.50889872]
[-7.52440804]
[-7.82991828]
[-7.16542826]
[-6.63093739]
[-6.09644748]
[-6.37195703]
[-6.0074672]
[-6.50297702]
[-6.39848646]
[-6.25399594]
[-6.40950561]
[-6.555016]
[-6.32052533]
[-6.06603515]
[-5.98154504]
[-5.95705536]
[-5.70256518]
[-5.96807451]
[-6.30358448]
[-5.7990943]
[-5.4646042]
[-5.95011379]
[-5.11562369]
[-5.64113325]
[-6.47664322]
[-7.39215312]
[-7.34766298]
[-7.433172]
[-7.8486819]
[-7.79419153]
[-7.45970142]
[-7.39521178]
[-7.01072149]
[-7.0562315]
[-7.46174117]
[-7.29725019]
[-7.63276016]
[-7.54827006]
[-7.3537803]
[-7.0392897]
[-6.96479983]
[-7.42030969]
[-7.66581951]
[-7.79132849]
[-7.72683885]
[-7.91234825]
[-7.46785849]
[-7.77336778]
[-8.07887802]
[-8.29438715]
[-8.20989705]
[-8.52540752]
[-8.46091692]
[-8.48642648]
[-8.56193622]
[-8.91744665]
[-8.80295586]
[-9.18846603]
[-9.50397555]
[-9.72948586]
[-10.20499523]
[-10.43050459]
[-10.2260146]
[-10.78152484]
[-10.79703417]
[-10.61254369]
[-10.39805347]
[-10.84356405]
[-10.95907376]
[-10.54458373]
[-10.74009336]
[-10.51560292]
[-10.70111232]
[-10.57662226]
[-10.18213173]
[-10.37764232]
[-10.6631521]
[-10.81866177]
[-10.80417136]
[-10.78968096]
[-11.20519085]
[-9.91070071]
[-9.8762108]
[-10.14172013]
[-9.92722991]
[-10.12273954]
[-10.19824929]
[-9.88375964]
[-9.60926901]
[-9.62477928]
[-9.32028891]
[-9.17579839]
[-9.39130848]
[-9.14681853]
[-8.96232805]
[-8.62783795]
[-8.66334773]
[-8.51885721]
[-8.56436722]
[-8.60987723]
[-8.52538618]
[-8.25089649]
[-8.15640616]
[-8.37191625]
[-7.94742599]
[-8.07293593]
[-7.43844564]
[-7.02395466]
[-7.05946444]
[-6.27497453]
[-7.09048405]
[-6.76599417]
[-6.32150441]
[-6.23701336]
[-5.80252383]
[-5.90803331]
[-5.85354294]
[-5.11905226]
[-5.57456212]
[-5.78007198]
[-6.6855826]
[-6.57109181]
[-7.29660213]
[-6.94211157]
[-7.50762109]
[-7.20313072]
[-7.55864115]
[-7.42415086]
[-7.61966049]
[-7.15517027]
[-6.33067944]
[-6.11618923]
[-6.21170038]
[-6.52720895]
[-6.27271972]
[-6.59822851]
[-6.32373883]
[-6.0692477]
[-6.12475794]
[-6.30026902]
[-6.54577789]
[-6.42128782]
[-6.92679692]
[-7.102308]
[-4.83781664]
[-4.28332627]
[-3.83883651]
[-4.96434645]
[-4.84985661]
[-4.57536502]
[-4.91087595]
[-4.0063852]
[-3.91189582]
[-3.92740515]
[-4.44291447]
[-4.51842517]
[-3.88393488]
[-3.62944374]
[-3.98495322]
[-4.39046384]
[-3.98597309]
[-3.81148379]
[-3.4269935]
[-2.96250328]
[-1.60801177]
[0.04647707]
[1.29096798]
[1.0454572]
[1.15994895]
[0.81443779]
[1.05892869]
[3.9134183]
[4.32790928]
[3.62239942]
[3.12688864]
[5.60137909]
[5.7758703]
[7.85035922]
[6.08484989]
[8.28934179]
[7.96383109]
[7.42832131]
[6.6728103]
[6.60730174]
[6.41179211]
[7.96628248]
[7.89077178]
[7.47526093]
[7.83975267]
[6.10424212]
[6.59873303]
[4.16322363]
[3.53771369]
[2.85220429]
[2.3866942]
[1.46118312]
[2.20567402]
[-0.06983553]
[0.19465392]
[1.19914505]
[1.08363535]
[2.96812564]
[2.05261479]
[1.33710661]
[-1.65840417]
[-0.32391311]
[-0.29942343]
[-2.63493245]
[-6.19044269]
[-7.86595377]
[-8.68146233]
[-8.36697173]
[-7.3924832]
[-5.41799275]
[-5.44350231]
[-5.80901201]
[-5.06452111]
[-3.94003104]
[-4.61554022]
[-4.82105008]
[-6.85655986]
[-6.31206972]
[-5.14758065]
[-4.50309013]
[-5.36859983]
[-6.95410885]
[-6.88962016]
[-7.40512949]
[-6.79063965]
[-6.12614867]
[-5.19165914]
[-4.93716801]
[-4.88267764]
[-5.04818849]
[-2.67369843]
[-5.29920646]
[-5.15471784]
[-7.03022778]
[-6.53573687]
[-6.58124689]
[-6.11675667]
[-6.77226538]
[-6.76777616]
[-7.87328564]
[-7.23879534]
[-8.61430528]
[-8.86981438]
[-9.91532439]
[-10.23083486]
[-9.01634464]
[-9.46185427]
[-9.16736413]
[-8.56287453]
[-8.22838347]
[-10.04389394]
[-8.12940296]
[-6.59491305]
[-6.45042253]
[-7.04593178]
[-7.53144232]
[-7.03695142]
[-7.11246212]
[-6.99797228]
[-7.68348168]
[-7.19899101]
[-6.71450034]
[-7.76001035]
[-7.75552112]
[-6.74102976]
[-5.69653962]
[-7.4820494]
[-8.44755949]
[-4.64306912]
[-3.35857921]
[-3.29408861]
[-3.70959946]
[-4.56510894]
[-4.65061796]
[-5.2761279]
[-4.93163852]
[-5.05714846]
[-5.23265763]
[-5.23816673]
[-4.99367773]
[-4.47918637]
[-4.2446957]
[-4.28020548]
[-4.34571595]
[-3.9412252]
[-3.62673651]
[-4.16224629]
[-4.92775562]
[-4.91326425]
[-4.79877442]
[-5.14428367]
[-5.04979429]
[-6.17530423]
[-6.54081393]
[-6.64632341]
[-5.73183434]
[-5.23734344]
[-5.38285383]
[-5.97836308]
[-5.54387164]
[-5.61938234]
[-2.90489212]
[-3.24040114]
[-1.0859123]
[-2.64142063]
[-3.07693194]
[-3.39244051]
[-4.22795143]
[-4.09346114]
[-3.66896993]
[-2.86447956]
[-2.50998996]
[-0.27549928]
[-0.24100937]
[-0.38651976]
[-0.8720284]
[-2.1975391]
[-1.64304873]
[-1.71855752]
[-1.69406784]
[-2.24957808]
[-1.68508748]
[-2.1605978]
[-2.00610705]
[-1.54161683]
[-1.78712761]
[-1.33263762]
[-2.16814664]
[-1.98365711]
[-2.20916552]
[-2.30467668]
[-3.16018615]
[-1.71569449]
[-1.82120587]
[-2.65671489]
[-3.45222491]
[-3.05773438]
[-2.97324524]
[-2.25875502]
[-4.01426412]
[-2.96977398]
[-2.74528353]
[-2.35079301]
[-2.89630302]
[-3.7518125]
[-3.1173222]
[-3.09283252]
[-4.17834154]
[-4.1338514]
[-1.55936248]
[-2.55487135]
[-2.6503806]
[-3.30589122]
[-3.17140093]
[-1.21691094]
[-1.32242042]
[0.96206949]
[1.51655986]
[2.30104977]
[1.4455403]
[1.18003097]
[0.35452027]
[-0.71098829]
[-1.90649792]
[-0.6920077]
[-0.67751825]
[-1.20302781]
[-2.14853744]
[-2.02404737]
[-2.45955677]
[-1.43506709]
[-0.65057718]
[-1.05608589]
[-0.26159575]
[-0.25710653]
[-0.34261555]
[-0.06812587]
[0.43636527]
[1.51085609]
[2.1153457]
[1.34983637]
[1.4643243]
[2.60881482]
[2.03330412]
[1.74779434]
[1.11228608]
[0.58677462]
[0.89126499]
[1.49575841]
[2.08024756]
[1.60473534]
[1.91922784]
[1.34371714]
[1.69820675]
[-1.7573012]
[-2.38281114]
[-2.838321]
[-4.32383154]
[-3.48934049]
[-3.19485035]
[1.4996375]
[1.73412818]
[-0.06137993]
[-0.4168894]
[-2.32240003]
[-2.9279095]
[-1.45341906]
[-1.18892961]
[-1.98443962]
[-1.03994795]
[-0.87545888]
[-3.27096737]
[-2.56647738]
[-2.68198708]
[-2.13749694]
[-1.50300665]
[-1.53851643]
[-2.12402736]
[-2.109536]
[-1.59504655]
[-2.57055686]
[-2.66606611]
[-2.97157635]
[-3.47708545]
[-3.06259638]
[-2.61810471]
[-2.51361511]
[-2.38912504]
[-2.99463452]
[-3.16014346]
[-3.43565493]
[-2.88116456]
[-4.03667327]
[-4.0521826]
[-4.15769398]
[-4.94320377]
[-4.70871309]
[-4.97422242]
[-5.45973296]
[-5.12524191]
[-4.83075177]
[-4.94626147]
[-5.68177202]
[-5.48728226]
[-5.60279197]
[-4.26830091]
[-3.52381001]
[-3.36932116]
[-3.31483079]
[-3.02034065]
[-3.22585051]
[-2.20136083]
[-2.75686917]
[-2.94237857]
[-2.61788965]
[-1.66339966]
[-0.7189099]
[-1.41441953]
[-1.34992703]
[-0.58543757]
[0.33905173]
[1.70354347]
[1.5280343]
[1.2725233]
[1.58701199]
[1.56150434]
[1.54599501]
[1.91048294]
[2.68497453]
[3.47946276]
[3.65395588]
[4.93844579]
[6.31293586]
[5.9674247]
[4.47191583]
[4.06640712]
[4.67089672]
[3.8353877]
[4.21987609]
[3.92436798]
[3.46885622]
[3.60334842]
[4.35783574]
[4.25232626]
[4.22681861]
[3.49130806]
[3.9657966]
[3.96028941]
[7.04477856]
[5.56927015]
[6.73375732]
[7.11824952]
[6.61273851]
[7.10723132]
[8.39172124]
[9.66620901]
[10.71070106]
[10.76519143]
[10.27968088]
[9.58417125]
[9.88866162]
[13.0931497]
[12.55763992]
[12.31213105]
[12.13662188]
[11.68111392]
[12.78560353]
[11.9500907]
[12.49458274]
[11.91907205]
[12.22356241]
[13.40805385]
[14.53254392]
[14.61703306]
[14.96152435]
[15.20601335]
[13.81050295]
[12.68499302]
[13.91948369]
[10.86397345]
[12.09846412]
[10.28295556]
[11.26744624]
[12.66193676]
[13.01642636]
[12.46091612]
[12.83540619]
[15.32989518]
[16.83438632]
[16.88887669]
[17.49336629]
[18.2378591]
[19.78234734]
[21.75683969]
[20.09132884]
[16.06581738]
[11.87030774]
[10.28479872]
[10.16929092]
[6.65377778]
[8.08826922]
[10.03275898]
[9.28725011]
[12.61174094]
[10.57623116]
[11.02072092]
[5.66521144]
[7.73970227]
[8.02419218]
[1.29867995]
[6.15317337]
[0.92766115]
[4.06215335]
[1.26664143]
[1.93113241]
[1.68562354]
[3.68011254]
[8.22460459]
[6.59909465]
[9.4335838]
[8.47807585]
[9.72256484]
[7.30705399]
[5.45154451]
[6.24603656]
[4.31052525]
[9.20501577]
[9.20950691]
[10.40399666]
[9.95848703]
[12.48297481]
[16.4374667]
[16.46195829]
[18.3864476]
[18.00093552]
[18.33542849]
[14.24991565]
[17.21440587]
[17.15889944]
[17.40338844]
[17.67788003]
[16.66236689]
[14.77685863]
[13.47134839]
[10.92584029]
[13.57033081]
[13.16481828]
[13.09930971]
[12.85380085]
[14.05828893]
[16.5727822]
[14.55726906]
[12.94176126]
[15.23624949]
[14.89074215]
[15.24523175]
[16.08972304]
[16.97421142]
[15.19870378]
[15.68319064]
[13.66768131]
[13.18217458]
[12.1466648]
[14.17115257]
