Date,Open,High,Low,Close,Adj Close,Volume
2019-07-08,170.08999633789062,170.27999877929688,168.35000610351562,168.4499969482422,168.4499969482422,16531000
2019-07-09,167.0850067138672,168.97999572753906,166.5,168.8000030517578,168.8000030517578,15782800
2019-07-10,171.24000549316406,171.3699951171875,166.86000061035156,166.92999267578125,166.92999267578125,16675600
2019-07-11,167.55999755859375,168.4239959716797,165.0,166.5500030517578,166.5500030517578,14796400
2019-07-12,168.0,170.1999969482422,167.64999389648438,169.07000732421875,169.07000732421875,18103600
2019-07-15,171.5,173.75,170.4199981689453,173.5,173.5,22199000
2019-07-16,174.1999969482422,175.52000427246094,173.4600067138672,174.19000244140625,174.19000244140625,19039700
2019-07-17,172.75,176.22000122070312,172.49000549316406,174.82000732421875,174.82000732421875,15031600
2019-07-18,173.41000366210938,174.39999389648438,172.05999755859375,172.8000030517578,172.8000030517578,15613200
2019-07-19,174.8699951171875,175.14999389648438,172.99000549316406,172.99000549316406,172.99000549316406,13647200
2019-07-22,173.5,174.27999877929688,171.43699645996094,174.0,174.0,18490900
2019-07-23,175.38999938964844,178.63999938964844,174.84500122070312,178.08999633789062,178.08999633789062,20881500
