Date,Open,High,Low,Close,Adj Close,Volume
2019-07-08,297.010009765625,298.260009765625,296.2200012207031,296.82000732421875,292.2913513183594,45841800
2019-07-09,295.5400085449219,297.5199890136719,295.4800109863281,297.19000244140625,292.65570068359375,41101300
2019-07-10,298.3699951171875,299.6600036621094,297.7799987792969,298.6099853515625,294.05401611328125,58448500
2019-07-11,299.32000732421875,299.5799865722656,298.20001220703125,299.30999755859375,294.7433166503906,50826100
2019-07-12,299.8500061035156,300.7300109863281,299.510009765625,300.6499938964844,296.0628967285156,40326000
2019-07-15,301.1300048828125,301.1300048828125,300.19000244140625,300.75,296.161376953125,33900000
2019-07-16,300.6499938964844,300.8800048828125,299.44000244140625,299.7799987792969,295.2061767578125,36650100
2019-07-17,299.75,299.92999267578125,297.739990234375,297.739990234375,293.1972961425781,36036300
2019-07-18,297.19000244140625,299.25,296.70001220703125,298.8299865722656,294.2706604003906,51392600
2019-07-19,300.0400085449219,300.07000732421875,296.9800109863281,297.1700134277344,292.6360168457031,58678600
2019-07-22,297.6099853515625,298.5,297.0400085449219,297.8999938964844,293.3548583984375,43638100
2019-07-23,299.1400146484375,300.0299987792969,298.2200012207031,300.0299987792969,295.4523620605469,44564500
